test,vueltas_prom,t_prom_s,rps,rps_error,rpm,rpm_error
500,30.0,13.193333333333335,2.273875694795351,0.0017235035584603465,136.43254168772106,0.1034102135076208
1000,30.0,18.87666666666667,1.5892636411795866,0.0008419196403917994,95.3558184707752,0.050515178423507966
